Ref,Experiment site,Year,Exp name,Sowing method,RANGE,ROW,REP,Variety,Nitrogen,N group,Estab (No/msq),PI DM (g/msq),PI Tillers (No/msq),PI NIR %N,PI N uptake (kg N/ha),PM DM (g/msq),Harv tillers (No/msq),HI,Quad Yield (t/ha@ 14%),Header Yield (t/ha@ 14%),Lodging (10=flat),Plant height (cm)
168,Williams,2015_16,Williams 15_16,Aerial,1,22,1,Doongara,60-120,split 3,276,677,1209,1.33,90,2499,385,0.47,13.35,10.09,*,53
169,Williams,2015_16,Williams 15_16,Aerial,1,23,1,Langi,0,zero,212,517,1054,1.22,63,1640,311,0.5,9.31,9.08,*,55
170,Williams,2015_16,Williams 15_16,Aerial,1,24,1,YRL127,120-0,PW_1,262,606,1689,1.74,105,2063,293,0.45,10.42,9.42,*,54
171,Williams,2015_16,Williams 15_16,Aerial,2,1,2,Doongara,60-60,split 2,358,588,923,1.65,97,2530,376,0.46,13.06,*,*,52
172,Williams,2015_16,Williams 15_16,Aerial,2,2,2,YRL127,120-0,PW_1,302,772,1531,1.62,125,2718,354,0.41,12.5,9.26,*,52
173,Williams,2015_16,Williams 15_16,Aerial,2,3,2,Langi,60-120,split 3,304,849,1459,1.58,134,2733,349,0.41,12.75,12.08,*,56
174,Williams,2015_16,Williams 15_16,Aerial,2,4,2,Topaz,120-60,split,312,517,1171,2.05,106,2521,363,0.44,12.53,10.43,*,55
175,Williams,2015_16,Williams 15_16,Aerial,2,5,2,YRL127,180-0,PW_2,278,779,1564,1.86,145,2591,312,0.43,12.49,9.99,*,57
176,Williams,2015_16,Williams 15_16,Aerial,2,6,2,Doongara,120-0,PW_1,250,643,1389,1.65,106,2499,358,0.43,12.14,9.32,*,51
177,Williams,2015_16,Williams 15_16,Aerial,2,7,2,Topaz,0,zero,218,608,1551,1.54,94,1998,313,0.46,10.32,8.5,*,52
178,Williams,2015_16,Williams 15_16,Aerial,2,8,2,Langi,180-0,PW_2,226,565,1040,1.84,104,2361,349,0.46,12.34,11.66,*,60
179,Williams,2015_16,Williams 15_16,Aerial,2,9,2,Doongara,60-120,split 3,308,745,1609,1.37,102,2924,420,0.38,12.59,10.66,*,55
180,Williams,2015_16,Williams 15_16,Aerial,2,10,2,Topaz,60-60,split 2,306,560,1211,1.61,90,2390,375,0.46,12.43,10.42,*,53
181,Williams,2015_16,Williams 15_16,Aerial,2,11,2,Langi,0,zero,276,517,905,1.37,71,1962,353,0.49,10.88,9.8,*,55
182,Williams,2015_16,Williams 15_16,Aerial,2,12,2,YRL127,60-120,split 3,286,709,1527,1.52,108,2604,366,0.44,12.82,9.56,*,60
183,Williams,2015_16,Williams 15_16,Aerial,2,13,2,YRL127,60-60,split 2,354,571,1367,1.56,89,2404,371,0.44,12.03,10.51,*,56
184,Williams,2015_16,Williams 15_16,Aerial,2,14,2,Doongara,120-60,split,370,708,1425,1.51,107,2647,371,0.45,13.55,9.67,*,54
185,Williams,2015_16,Williams 15_16,Aerial,2,15,2,Topaz,180-0,PW_2,282,633,1682,2.17,137,2229,282,0.47,11.72,9.78,*,53
186,Williams,2015_16,Williams 15_16,Aerial,2,16,2,Langi,120-0,PW_1,296,702,1267,1.79,126,2485,330,0.44,12.43,11.29,*,63
187,Williams,2015_16,Williams 15_16,Aerial,2,17,2,YRL127,0,zero,352,475,1095,1.4,67,2088,361,0.43,10.14,9.17,*,52
188,Williams,2015_16,Williams 15_16,Aerial,2,18,2,Doongara,0,zero,338,607,1578,1.21,73,1873,319,0.47,9.99,9.52,*,50
189,Williams,2015_16,Williams 15_16,Aerial,2,19,2,YRL127,120-60,split,298,691,2216,1.49,103,2369,343,0.46,12.4,10.59,*,58
190,Williams,2015_16,Williams 15_16,Aerial,2,20,2,Doongara,180-0,PW_2,336,760,1296,1.72,131,2517,320,0.47,13.26,10.16,*,50
191,Williams,2015_16,Williams 15_16,Aerial,2,21,2,Langi,120-60,split,312,583,1078,1.98,115,2414,338,0.47,12.67,12,*,63
192,Williams,2015_16,Williams 15_16,Aerial,2,22,2,Langi,60-60,split 2,284,508,1095,1.6,81,2285,376,0.46,11.81,12.02,*,60
193,Williams,2015_16,Williams 15_16,Aerial,2,23,2,Topaz,120-0,PW_1,224,627,1450,1.64,103,2007,301,0.46,10.43,9.83,*,51
194,Williams,2015_16,Williams 15_16,Aerial,2,24,2,Topaz,60-120,split 3,322,640,1331,1.62,104,2425,355,0.47,12.97,10.41,*,51
195,Williams,2015_16,Williams 15_16,Aerial,3,1,3,YRL127,60-60,split 2,386,611,1639,1.42,87,2144,328,0.44,10.6,*,*,56
196,Williams,2015_16,Williams 15_16,Aerial,3,2,3,Doongara,0,zero,314,635,1255,1.16,74,2314,384,0.44,11.58,8.26,*,47
197,Williams,2015_16,Williams 15_16,Aerial,3,3,3,Topaz,120-0,PW_1,342,618,1516,1.76,109,3011,429,0.39,13.12,9.33,*,52
198,Williams,2015_16,Williams 15_16,Aerial,3,4,3,Doongara,60-120,split 3,256,656,1251,1.62,107,2441,345,0.44,12.25,9.42,*,52
199,Williams,2015_16,Williams 15_16,Aerial,3,5,3,Langi,120-60,split,314,705,1493,1.7,120,2107,288,0.48,11.32,11.42,*,63
200,Williams,2015_16,Williams 15_16,Aerial,3,6,3,Langi,0,zero,202,503,1033,1.4,70,2450,437,0.43,11.99,9.56,*,56
201,Williams,2015_16,Williams 15_16,Aerial,3,7,3,Topaz,180-0,PW_2,262,669,1598,2.22,148,2706,324,0.41,12.53,8.59,*,56
202,Williams,2015_16,Williams 15_16,Aerial,3,8,3,YRL127,120-60,split,222,706,1893,1.7,120,2576,339,0.43,12.54,9.25,*,56
203,Williams,2015_16,Williams 15_16,Aerial,3,9,3,Langi,180-0,PW_2,282,654,1227,2.27,148,2540,301,0.42,12.05,10.26,*,59
204,Williams,2015_16,Williams 15_16,Aerial,3,10,3,Doongara,120-0,PW_1,364,645,1260,1.79,116,2613,354,0.44,12.98,8.81,*,48
205,Williams,2015_16,Williams 15_16,Aerial,3,11,3,Topaz,60-120,split 3,342,585,1127,1.7,100,2346,346,0.43,11.49,9.54,*,56
206,Williams,2015_16,Williams 15_16,Aerial,3,12,3,Doongara,180-0,PW_2,350,656,1301,2.03,133,2586,324,0.38,11.19,8.84,*,55
207,Williams,2015_16,Williams 15_16,Aerial,3,13,3,YRL127,120-0,PW_1,258,595,1330,2.07,123,2360,303,0.48,12.64,8.53,*,55
208,Williams,2015_16,Williams 15_16,Aerial,3,14,3,Langi,60-60,split 2,282,728,1281,1.57,114,2171,301,0.42,10.33,10.71,*,61
209,Williams,2015_16,Williams 15_16,Aerial,3,15,3,YRL127,0,zero,328,550,1356,1.24,68,2589,446,0.44,12.77,8.13,*,52
210,Williams,2015_16,Williams 15_16,Aerial,3,16,3,Topaz,120-60,split,298,670,1671,1.77,118,2215,299,0.46,11.58,10.08,*,55
211,Williams,2015_16,Williams 15_16,Aerial,3,17,3,Langi,120-0,PW_1,302,733,1453,1.95,143,2499,312,0.45,12.6,10.84,*,64
212,Williams,2015_16,Williams 15_16,Aerial,3,18,3,Langi,60-120,split 3,260,735,1639,1.48,109,2523,360,0.42,12.03,11.4,*,58
213,Williams,2015_16,Williams 15_16,Aerial,3,19,3,Doongara,60-60,split 2,286,589,1038,1.62,95,1976,296,0.47,10.57,9.61,*,53
214,Williams,2015_16,Williams 15_16,Aerial,3,20,3,Topaz,0,zero,284,650,1642,1.42,92,2528,390,0.42,11.94,8.34,*,49
215,Williams,2015_16,Williams 15_16,Aerial,3,21,3,YRL127,60-120,split 3,316,590,1435,1.67,98,2234,325,0.44,11.14,9.99,*,57
216,Williams,2015_16,Williams 15_16,Aerial,3,22,3,YRL127,180-0,PW_2,208,616,1677,2.03,125,2367,304,0.42,11.18,9.56,*,59
217,Williams,2015_16,Williams 15_16,Aerial,3,23,3,Doongara,120-60,split,212,566,1314,1.69,96,2028,301,0.51,11.67,9.07,*,49
218,Williams,2015_16,Williams 15_16,Aerial,3,24,3,Topaz,60-60,split 2,246,594,1611,1.57,93,2451,378,0.4,11.11,9.75,*,55
220,LFS,2015_16,LFS 15_16,Drill,1,1,1,Reiziq,240-0,PW_3,194,593,1013,3.39,201,2274,587,0.44,11.18,*,2,67
221,LFS,2015_16,LFS 15_16,Drill,1,2,1,YRK5,60-120,split 3,208,570,1281,1.66,95,1987,579,0.47,10.42,*,1,68
222,LFS,2015_16,LFS 15_16,Drill,1,3,1,YRM70,0,zero,219,330,637,1.21,40,1015,405,0.5,5.71,*,1,51
223,LFS,2015_16,LFS 15_16,Drill,1,4,1,Sherpa,0,zero,204,280,770,1.25,35,1413,452,0.56,8.94,*,1,53
224,LFS,2015_16,LFS 15_16,Drill,1,5,1,Reiziq,180-0,PW_2,216,493,642,3.19,158,2157,579,0.47,11.34,*,1,70
225,LFS,2015_16,LFS 15_16,Drill,1,6,1,YRK5,120-60,split,232,612,792,2.3,141,1968,642,0.47,10.33,*,4,72
226,LFS,2015_16,LFS 15_16,Drill,1,7,1,Sherpa,120-0,PW_1,216,564,1024,2.14,121,2008,507,0.49,11.16,*,1,68
227,LFS,2015_16,LFS 15_16,Drill,1,8,1,YRM70,60-120,split 3,261,487,890,1.86,91,1986,581,0.53,11.96,*,1,61
228,LFS,2015_16,LFS 15_16,Drill,1,9,1,Sherpa,180-0,PW_2,208,630,1162,2.72,171,2348,665,0.47,12.33,*,2,72
229,LFS,2015_16,LFS 15_16,Drill,1,10,1,Reiziq,60-120,split 3,227,446,698,1.9,85,2174,549,0.5,12.27,*,1,65
230,LFS,2015_16,LFS 15_16,Drill,1,11,1,Sherpa,240-0,PW_3,203,572,924,3.48,199,2263,570,0.41,10.35,*,2,72
231,LFS,2015_16,LFS 15_16,Drill,1,12,1,YRK5,120-0,PW_1,252,698,1091,2,140,2071,693,0.43,10.07,*,4,77
232,LFS,2015_16,LFS 15_16,Drill,1,13,1,YRM70,120-0,PW_1,268,611,1138,2.3,140,2124,634,0.51,12.14,*,2,63
233,LFS,2015_16,LFS 15_16,Drill,1,14,1,YRK5,0,zero,*,*,*,*,*,*,*,*,*,*,*,*
234,LFS,2015_16,LFS 15_16,Drill,1,15,1,YRM70,240-0,PW_3,226,624,846,3.42,213,1785,714,0.44,8.78,*,9,70
235,LFS,2015_16,LFS 15_16,Drill,1,16,1,Reiziq,120-60,split,208,553,941,1.87,103,2222,673,0.48,12.06,*,1,60
236,LFS,2015_16,LFS 15_16,Drill,1,17,1,Sherpa,120-60,split,197,557,908,2.26,126,2246,544,0.46,11.53,*,1,68
237,LFS,2015_16,LFS 15_16,Drill,1,18,1,YRK5,180-0,PW_2,198,638,962,2.53,162,2134,708,0.41,9.88,*,7,84
238,LFS,2015_16,LFS 15_16,Drill,1,19,1,YRM70,120-60,split,188,573,981,2.07,119,2133,619,0.51,12.27,*,1,63
239,LFS,2015_16,LFS 15_16,Drill,1,20,1,YRM70,180-0,PW_2,190,542,960,2.62,142,2188,659,0.5,12.41,*,5,70
240,LFS,2015_16,LFS 15_16,Drill,1,21,1,Reiziq,0,zero,164,264,521,1.48,39,1137,293,0.56,7.2,*,1,*
241,LFS,2015_16,LFS 15_16,Drill,1,22,1,Reiziq,120-0,PW_1,167,402,596,2.59,104,2115,505,0.5,11.96,*,1,65
242,LFS,2015_16,LFS 15_16,Drill,1,23,1,YRK5,240-0,PW_3,156,533,1179,3.19,170,1881,678,0.4,8.56,*,9,79
243,LFS,2015_16,LFS 15_16,Drill,1,24,1,Sherpa,60-120,split 3,160,424,675,2.14,91,1942,461,0.52,11.47,*,1,66
244,LFS,2015_16,LFS 15_16,Drill,2,1,2,Sherpa,60-120,split 3,218,444,768,1.75,78,1987,516,0.52,11.54,*,1,68
245,LFS,2015_16,LFS 15_16,Drill,2,2,2,YRM70,120-0,PW_1,241,527,968,2.41,127,1988,539,0.53,11.84,*,1,66
246,LFS,2015_16,LFS 15_16,Drill,2,3,2,YRK5,180-0,PW_2,231,491,836,3.06,150,2054,639,0.44,10.2,*,9,80
247,LFS,2015_16,LFS 15_16,Drill,2,4,2,Reiziq,120-60,split,203,452,660,2.28,103,2087,552,0.5,11.75,*,1,64
248,LFS,2015_16,LFS 15_16,Drill,2,5,2,Reiziq,120-0,PW_1,217,407,761,2.79,114,2067,555,0.48,11.24,*,1,62
249,LFS,2015_16,LFS 15_16,Drill,2,6,2,YRK5,0,zero,268,271,548,1.4,38,899,430,0.44,4.46,*,1,48
250,LFS,2015_16,LFS 15_16,Drill,2,7,2,YRM70,120-60,split,213,483,918,2.58,125,2091,720,0.53,12.39,*,1,60
251,LFS,2015_16,LFS 15_16,Drill,2,8,2,Sherpa,240-0,PW_3,175,561,930,3.2,180,2051,557,0.4,9.26,*,2,73
252,LFS,2015_16,LFS 15_16,Drill,2,9,2,YRK5,60-120,split 3,194,425,718,1.9,81,1850,588,0.52,10.86,*,1,71
253,LFS,2015_16,LFS 15_16,Drill,2,10,2,Sherpa,120-60,split,204,427,731,2.31,99,2047,611,0.49,11.27,*,1,64
254,LFS,2015_16,LFS 15_16,Drill,2,11,2,YRM70,180-0,PW_2,218,547,895,2.84,155,2091,593,0.51,12.03,*,3,67
255,LFS,2015_16,LFS 15_16,Drill,2,12,2,YRM70,60-120,split 3,230,424,739,1.78,75,2027,544,0.53,12.15,*,1,64
256,LFS,2015_16,LFS 15_16,Drill,2,13,2,Reiziq,0,zero,202,199,337,1.48,29,1168,339,0.55,7.27,*,1,50
257,LFS,2015_16,LFS 15_16,Drill,2,14,2,YRK5,240-0,PW_3,234,476,1120,2.97,141,1964,679,0.42,9.29,*,9,82
258,LFS,2015_16,LFS 15_16,Drill,2,15,2,Sherpa,120-0,PW_1,202,418,721,2.37,99,2319,577,0.47,12.37,*,1,66
259,LFS,2015_16,LFS 15_16,Drill,2,16,2,Reiziq,180-0,PW_2,139,417,746,3.24,135,2256,560,0.46,11.81,*,1,66
260,LFS,2015_16,LFS 15_16,Drill,2,17,2,Sherpa,180-0,PW_2,132,488,782,3.24,158,2323,570,0.46,12.14,*,1,69
261,LFS,2015_16,LFS 15_16,Drill,2,18,2,Reiziq,60-120,split 3,117,334,564,2.14,71,1909,448,0.53,11.4,*,1,*
262,LFS,2015_16,LFS 15_16,Drill,2,19,2,Sherpa,0,zero,124,224,447,1.61,36,1318,348,0.57,8.53,*,1,55
263,LFS,2015_16,LFS 15_16,Drill,2,20,2,YRK5,120-0,PW_1,105,526,1024,2.43,128,2026,605,0.49,11.14,*,2,72
264,LFS,2015_16,LFS 15_16,Drill,2,21,2,Reiziq,240-0,PW_3,130,419,569,3.88,163,2255,603,0.44,11.17,*,1,69
265,LFS,2015_16,LFS 15_16,Drill,2,22,2,YRK5,120-60,split,131,483,861,2.63,127,2124,663,0.48,11.4,*,4,72
266,LFS,2015_16,LFS 15_16,Drill,2,23,2,YRM70,0,zero,173,273,739,1.57,43,1289,402,0.54,7.91,*,1,54
267,LFS,2015_16,LFS 15_16,Drill,2,24,2,YRM70,240-0,PW_3,184,458,1175,3.67,168,2079,679,0.47,10.99,*,9,67
268,LFS,2015_16,LFS 15_16,Drill,3,1,3,Reiziq,60-120,split 3,219,360,570,2.37,85,1932,458,0.53,11.52,*,1,60
269,LFS,2015_16,LFS 15_16,Drill,3,2,3,YRM70,240-0,PW_3,191,529,964,3.28,174,1963,651,0.47,10.46,*,8,68
270,LFS,2015_16,LFS 15_16,Drill,3,3,3,YRM70,180-0,PW_2,178,468,830,3.58,167,1969,670,0.48,10.64,*,4,71
271,LFS,2015_16,LFS 15_16,Drill,3,4,3,YRK5,240-0,PW_3,133,530,853,3.13,166,2079,562,0.43,10.13,*,9,79
272,LFS,2015_16,LFS 15_16,Drill,3,5,3,Sherpa,120-60,split,148,450,824,2.68,121,2271,614,0.48,12.35,*,1,65
273,LFS,2015_16,LFS 15_16,Drill,3,6,3,Reiziq,0,zero,145,202,353,1.42,29,1034,302,0.56,6.51,*,1,*
274,LFS,2015_16,LFS 15_16,Drill,3,7,3,YRK5,120-0,PW_1,153,568,953,2.49,141,2052,598,0.48,11.14,*,4,76
275,LFS,2015_16,LFS 15_16,Drill,3,8,3,Sherpa,180-0,PW_2,161,605,769,3.06,185,2293,672,0.43,11.17,*,1,75
276,LFS,2015_16,LFS 15_16,Drill,3,9,3,YRM70,120-60,split,193,557,858,2.4,133,2184,760,0.51,12.45,*,1,63
277,LFS,2015_16,LFS 15_16,Drill,3,10,3,YRK5,120-60,split,186,594,759,2.15,128,2206,604,0.48,11.82,*,5,72
278,LFS,2015_16,LFS 15_16,Drill,3,11,3,Sherpa,60-120,split 3,153,410,668,1.94,80,2112,661,0.51,12.09,*,1,72
279,LFS,2015_16,LFS 15_16,Drill,3,12,3,YRK5,180-0,PW_2,168,637,722,3.09,197,2036,630,0.41,9.45,*,9,84
280,LFS,2015_16,LFS 15_16,Drill,3,13,3,Sherpa,0,zero,159,192,382,1.53,29,1170,312,0.56,7.39,*,1,56
281,LFS,2015_16,LFS 15_16,Drill,3,14,3,Reiziq,240-0,PW_3,130,527,858,3.51,185,2249,800,0.41,10.46,*,2,67
282,LFS,2015_16,LFS 15_16,Drill,3,15,3,Reiziq,120-0,PW_1,141,469,747,2.33,109,2088,558,0.49,11.5,*,1,65
283,LFS,2015_16,LFS 15_16,Drill,3,16,3,YRM70,0,zero,183,243,556,1.33,32,1072,344,0.54,6.49,*,1,53
284,LFS,2015_16,LFS 15_16,Drill,3,17,3,Reiziq,120-60,split,118,438,801,2.48,109,2202,591,0.51,12.66,*,1,61
285,LFS,2015_16,LFS 15_16,Drill,3,18,3,YRK5,60-120,split 3,128,392,881,2.06,81,1934,565,0.51,11.15,*,1,72
286,LFS,2015_16,LFS 15_16,Drill,3,19,3,YRM70,60-120,split 3,132,438,684,2.26,99,1981,537,0.55,12.31,*,1,64
287,LFS,2015_16,LFS 15_16,Drill,3,20,3,YRK5,0,zero,97,227,436,1.7,39,1026,378,0.49,5.63,*,1,53
288,LFS,2015_16,LFS 15_16,Drill,3,21,3,Sherpa,120-0,PW_1,118,425,834,2.63,112,2071,490,0.5,11.72,*,1,66
289,LFS,2015_16,LFS 15_16,Drill,3,22,3,Sherpa,240-0,PW_3,123,516,760,3.76,194,2070,485,0.43,10.06,*,2,72
290,LFS,2015_16,LFS 15_16,Drill,3,23,3,YRM70,120-0,PW_1,150,395,979,2.8,111,2032,516,0.53,12.1,*,1,66
291,LFS,2015_16,LFS 15_16,Drill,3,24,3,Reiziq,180-0,PW_2,108,404,723,3.36,136,2277,628,0.48,12.36,*,1,67
293,Hand,2016_17,Hand 16_17,Aerial,1,1,1,Sherpa,90-0,PW_1,166,*,*,*,*,2438,778,0.48,13.33,*,1,82
294,Hand,2016_17,Hand 16_17,Aerial,1,2,1,Reiziq,90-60,split,142,*,*,*,*,2528,785,0.48,13.57,*,1,83
295,Hand,2016_17,Hand 16_17,Aerial,1,3,1,Opus,0,zero,162,*,*,*,*,2178,1078,0.51,12.43,*,1,73
296,Hand,2016_17,Hand 16_17,Aerial,1,4,1,Illabong,0,zero,172,*,*,*,*,1819,566,0.52,10.59,*,1,76
297,Hand,2016_17,Hand 16_17,Aerial,1,5,1,Koshi,150-0,PW_2,186,*,*,*,*,2130,797,0.33,7.88,*,10,94
298,Hand,2016_17,Hand 16_17,Aerial,1,6,1,Langi,90-60,split,184,*,*,*,*,2240,716,0.5,12.66,*,1,91
299,Hand,2016_17,Hand 16_17,Aerial,1,7,1,Sherpa,150-0,PW_2,168,*,*,*,*,2850,937,0.48,15.51,*,1,84
300,Hand,2016_17,Hand 16_17,Aerial,1,8,1,Opus,90-0,PW_1,174,*,*,*,*,2711,879,0.49,15.02,*,2,82
301,Hand,2016_17,Hand 16_17,Aerial,1,9,1,Reiziq,90-0,PW_1,188,*,*,*,*,2503,776,0.44,12.4,*,1,83
302,Hand,2016_17,Hand 16_17,Aerial,1,10,1,Illabong,90-60,split,194,*,*,*,*,2395,648,0.54,14.66,*,4,86
303,Hand,2016_17,Hand 16_17,Aerial,1,11,1,Langi,150-0,PW_2,206,*,*,*,*,2406,730,0.43,11.54,*,1,85
304,Hand,2016_17,Hand 16_17,Aerial,1,12,1,Reiziq,150-0,PW_2,166,*,*,*,*,2710,785,0.49,15.04,*,1,84
305,Hand,2016_17,Hand 16_17,Aerial,1,13,1,Koshi,90-0,PW_1,214,*,*,*,*,2542,959,0.44,12.61,*,10,92
306,Hand,2016_17,Hand 16_17,Aerial,1,14,1,Opus,90-60,split,196,*,*,*,*,2610,867,0.51,15.01,*,9,86
307,Hand,2016_17,Hand 16_17,Aerial,1,15,1,Koshi,0,zero,176,*,*,*,*,2133,738,0.46,11.18,*,9,82
308,Hand,2016_17,Hand 16_17,Aerial,1,16,1,Sherpa,0,zero,174,*,*,*,*,1887,730,0.54,11.59,*,1,73
309,Hand,2016_17,Hand 16_17,Aerial,1,17,1,Sherpa,90-60,split,158,*,*,*,*,2478,856,0.5,14.09,*,1,83
310,Hand,2016_17,Hand 16_17,Aerial,1,18,1,Illabong,90-0,PW_1,162,*,*,*,*,2275,599,0.53,13.52,*,1,87
311,Hand,2016_17,Hand 16_17,Aerial,1,19,1,Langi,0,zero,192,*,*,*,*,1620,735,0.49,9,*,1,*
312,Hand,2016_17,Hand 16_17,Aerial,1,20,1,Koshi,90-60,split,164,*,*,*,*,2312,723,0.39,10.16,*,10,98
313,Hand,2016_17,Hand 16_17,Aerial,1,21,1,Illabong,150-0,PW_2,146,*,*,*,*,2600,671,0.54,15.71,*,5,91
314,Hand,2016_17,Hand 16_17,Aerial,1,22,1,Opus,150-0,PW_2,204,*,*,*,*,2603,909,0.47,13.94,*,9,92
315,Hand,2016_17,Hand 16_17,Aerial,1,23,1,Langi,90-0,PW_1,206,*,*,*,*,2178,647,0.49,12,*,1,82
316,Hand,2016_17,Hand 16_17,Aerial,1,24,1,Reiziq,0,zero,168,*,*,*,*,1785,715,0.43,8.73,*,1,69
317,Hand,2016_17,Hand 16_17,Aerial,2,1,2,Reiziq,90-0,PW_1,168,*,*,*,*,2392,871,0.45,12.16,*,1,74
318,Hand,2016_17,Hand 16_17,Aerial,2,2,2,Langi,0,zero,180,*,*,*,*,1765,642,0.51,10.23,*,1,76
319,Hand,2016_17,Hand 16_17,Aerial,2,3,2,Reiziq,0,zero,166,*,*,*,*,1895,1018,0.47,9.97,*,1,65
320,Hand,2016_17,Hand 16_17,Aerial,2,4,2,Langi,150-0,PW_2,196,*,*,*,*,2349,684,0.49,13,*,1,93
321,Hand,2016_17,Hand 16_17,Aerial,2,5,2,Opus,90-60,split,206,*,*,*,*,2670,1071,0.5,15,*,10,87
322,Hand,2016_17,Hand 16_17,Aerial,2,6,2,Sherpa,90-60,split,212,*,*,*,*,2749,989,0.49,15.19,*,1,86
323,Hand,2016_17,Hand 16_17,Aerial,2,7,2,Illabong,150-0,PW_2,178,*,*,*,*,2814,780,0.53,16.96,*,8,85
324,Hand,2016_17,Hand 16_17,Aerial,2,8,2,Koshi,90-0,PW_1,182,*,*,*,*,2274,737,0.46,11.85,*,10,97
325,Hand,2016_17,Hand 16_17,Aerial,2,9,2,Reiziq,90-60,split,198,*,*,*,*,2760,1131,0.49,15.25,*,1,79
326,Hand,2016_17,Hand 16_17,Aerial,2,10,2,Opus,150-0,PW_2,192,*,*,*,*,2613,974,0.46,13.66,*,10,83
327,Hand,2016_17,Hand 16_17,Aerial,2,11,2,Koshi,90-60,split,188,*,*,*,*,2184,833,0.44,10.73,*,10,93
328,Hand,2016_17,Hand 16_17,Aerial,2,12,2,Illabong,0,zero,176,*,*,*,*,1896,548,0.57,12.19,*,1,80
329,Hand,2016_17,Hand 16_17,Aerial,2,13,2,Sherpa,150-0,PW_2,202,*,*,*,*,2830,1059,0.45,14.4,*,1,84
330,Hand,2016_17,Hand 16_17,Aerial,2,14,2,Langi,90-0,PW_1,206,*,*,*,*,2329,618,0.48,12.59,*,1,89
331,Hand,2016_17,Hand 16_17,Aerial,2,15,2,Illabong,90-0,PW_1,166,*,*,*,*,2684,722,0.55,16.55,*,1,92
332,Hand,2016_17,Hand 16_17,Aerial,2,16,2,Opus,0,zero,200,*,*,*,*,2371,926,0.52,13.94,*,2,72
333,Hand,2016_17,Hand 16_17,Aerial,2,17,2,Koshi,0,zero,192,*,*,*,*,2103,659,0.5,11.85,*,10,87
334,Hand,2016_17,Hand 16_17,Aerial,2,18,2,Langi,90-60,split,182,*,*,*,*,2360,642,0.5,13.24,*,1,87
335,Hand,2016_17,Hand 16_17,Aerial,2,19,2,Reiziq,150-0,PW_2,160,*,*,*,*,2882,915,0.47,15.16,*,1,84
336,Hand,2016_17,Hand 16_17,Aerial,2,20,2,Illabong,90-60,split,186,*,*,*,*,2706,771,0.54,16.34,*,7,86
337,Hand,2016_17,Hand 16_17,Aerial,2,21,2,Opus,90-0,PW_1,214,*,*,*,*,2635,978,0.51,15.06,*,10,85
338,Hand,2016_17,Hand 16_17,Aerial,2,22,2,Koshi,150-0,PW_2,152,*,*,*,*,2420,921,0.34,9.15,*,10,92
339,Hand,2016_17,Hand 16_17,Aerial,2,23,2,Sherpa,90-0,PW_1,214,*,*,*,*,2327,770,0.5,13.25,*,1,82
340,Hand,2016_17,Hand 16_17,Aerial,2,24,2,Sherpa,0,zero,174,*,*,*,*,2006,784,0.54,12.24,*,1,77
341,Hand,2016_17,Hand 16_17,Aerial,3,1,3,Koshi,90-60,split,182,*,*,*,*,2530,810,0.41,11.8,*,10,93
342,Hand,2016_17,Hand 16_17,Aerial,3,2,3,Sherpa,0,zero,196,*,*,*,*,2033,809,0.53,12.2,*,1,73
343,Hand,2016_17,Hand 16_17,Aerial,3,3,3,Illabong,90-60,split,192,*,*,*,*,2602,658,0.54,15.96,*,4,88
344,Hand,2016_17,Hand 16_17,Aerial,3,4,3,Illabong,90-0,PW_1,164,*,*,*,*,2550,737,0.56,16.16,*,2,86
345,Hand,2016_17,Hand 16_17,Aerial,3,5,3,Reiziq,150-0,PW_2,156,*,*,*,*,2685,998,0.46,13.86,*,1,80
346,Hand,2016_17,Hand 16_17,Aerial,3,6,3,Langi,90-0,PW_1,188,*,*,*,*,2242,754,0.5,12.68,*,1,89
347,Hand,2016_17,Hand 16_17,Aerial,3,7,3,Koshi,0,zero,198,*,*,*,*,2091,830,0.5,11.89,*,10,87
348,Hand,2016_17,Hand 16_17,Aerial,3,8,3,Opus,150-0,PW_2,188,*,*,*,*,2817,1107,0.48,15.31,*,8,87
349,Hand,2016_17,Hand 16_17,Aerial,3,9,3,Opus,90-0,PW_1,206,*,*,*,*,2402,1004,0.5,13.41,*,2,82
350,Hand,2016_17,Hand 16_17,Aerial,3,10,3,Langi,0,zero,194,*,*,*,*,1789,728,0.49,9.81,*,1,73
351,Hand,2016_17,Hand 16_17,Aerial,3,11,3,Langi,90-60,split,224,*,*,*,*,2447,699,0.51,13.94,*,2,84
352,Hand,2016_17,Hand 16_17,Aerial,3,12,3,Sherpa,90-0,PW_1,158,*,*,*,*,2607,751,0.47,13.91,*,1,87
353,Hand,2016_17,Hand 16_17,Aerial,3,13,3,Reiziq,0,zero,182,*,*,*,*,1948,1094,0.46,10.19,*,1,66
354,Hand,2016_17,Hand 16_17,Aerial,3,14,3,Illabong,150-0,PW_2,128,*,*,*,*,2668,821,0.52,15.59,*,10,90
355,Hand,2016_17,Hand 16_17,Aerial,3,15,3,Koshi,150-0,PW_2,210,*,*,*,*,2186,847,0.33,8.04,*,10,99
356,Hand,2016_17,Hand 16_17,Aerial,3,16,3,Sherpa,90-60,split,160,*,*,*,*,2890,1105,0.48,15.77,*,1,86
357,Hand,2016_17,Hand 16_17,Aerial,3,17,3,Reiziq,90-0,PW_1,194,*,*,*,*,2546,790,0.42,12.08,*,1,83
